Employee_ID,Age,Gender,Job_Role,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Distance_From_Home_KM,Num_Projects,Avg_Monthly_Hours,Years_at_Company,Years_Since_Last_Promotion,Training_Times_Last_Year,Education_Level,Attrition_Risk_Level,Age_Group,Income_Band,Over_worked_Flag,Promotion_Gap
EMP-03676,44,Male,"HR Specialist",9006,3,4,5.5,7,194.3,15,14,3,2,2,36-45,High,No,Yes
EMP-03696,25,Male,"HR Specialist",7460,1,2,21.2,4,184,5,4,4,3,2,18-25,Medium,No,Yes
EMP-03707,34,Female,Manager,9838,3,3,6,4,161.4,11,10,3,3,2,26-35,High,No,Yes
EMP-03708,48,Male,"Software Engineer",8849,3,3,2.5,3,165.1,11,10,5,4,2,45+,Medium,No,Yes
EMP-03716,36,Male,Manager,6495,3,4,18.3,2,215.1,14,10,0,3,2,36-45,Medium,Yes,Yes
EMP-03719,45,Female,"Data Scientist",10200,4,3,6.7,5,194.5,19,14,0,1,2,36-45,High,No,Yes
EMP-03720,35,Male,"Data Scientist",8926,1,3,16.4,2,162.2,11,10,5,3,2,26-35,Medium,No,Yes
EMP-03733,45,Female,"HR Specialist",11521,2,2,3.2,3,174.1,22,11,0,2,2,36-45,High,No,Yes
EMP-03749,43,Female,Analyst,7773,4,2,8.3,7,142.3,20,20,5,2,2,36-45,Medium,No,Yes
EMP-03756,48,Male,"Data Scientist",10681,4,2,7.7,5,179.6,23,20,1,3,2,45+,High,No,Yes
EMP-03760,41,Male,Analyst,7249,2,3,7.2,8,197.2,9,6,1,3,2,36-45,Medium,No,Yes
EMP-03762,38,Female,Analyst,9492,3,3,12.1,3,178.6,9,9,0,3,2,36-45,High,No,Yes
EMP-03763,43,Male,"Data Scientist",8907,3,2,10.8,7,167.9,13,13,3,4,2,36-45,Medium,No,Yes
EMP-03778,36,Female,"Data Scientist",9374,2,3,8.1,7,196.2,13,9,3,2,2,36-45,High,No,Yes
EMP-03779,36,Female,Manager,10687,3,1,9.8,3,151.4,14,9,2,4,2,36-45,High,No,Yes
EMP-03788,37,Female,"Sales Executive",11197,3,3,6.9,5,189.8,12,11,2,3,2,36-45,High,No,Yes
EMP-03790,35,Female,"HR Specialist",7298,2,2,19.3,5,183.3,6,4,1,3,2,26-35,Medium,No,Yes
EMP-03799,42,Female,"HR Specialist",8237,1,2,13.6,2,164,6,6,4,4,2,36-45,Medium,No,Yes
EMP-03812,42,Male,"HR Specialist",7668,2,2,4.7,4,141.4,9,9,4,3,2,36-45,Medium,No,Yes
EMP-03817,46,Male,"Sales Executive",12542,2,1,2.5,4,164.1,17,13,1,3,2,45+,High,No,Yes
EMP-03819,46,Female,Manager,9267,1,1,18,6,154.3,5,5,2,3,2,45+,High,No,Yes
EMP-03828,52,Male,"Data Scientist",11890,2,3,15.7,4,168.3,12,11,6,2,2,45+,High,No,Yes
EMP-03830,52,Female,"HR Specialist",7826,2,2,5.2,6,135.4,28,22,0,5,2,45+,Medium,No,Yes
EMP-03850,37,Female,"Software Engineer",9464,3,2,3.3,6,153.4,10,10,2,2,2,36-45,High,No,Yes
EMP-03852,41,Male,"HR Specialist",6920,3,3,15.7,6,130.8,18,10,3,5,2,36-45,Medium,No,Yes
EMP-03853,36,Female,"HR Specialist",6399,3,2,8.3,8,183,13,13,1,2,2,36-45,Medium,No,Yes
EMP-03868,42,Female,Analyst,7868,4,3,3.6,3,172.1,22,13,5,3,2,36-45,Medium,No,Yes
EMP-03873,35,Female,"HR Specialist",7796,2,3,9.4,3,165.9,10,8,5,4,2,26-35,Medium,No,Yes
EMP-03878,33,Female,"Software Engineer",6749,4,2,5.3,3,220.7,9,8,2,3,2,26-35,Medium,Yes,Yes
EMP-03886,46,Male,Analyst,8807,1,2,8.6,8,215.3,5,4,2,4,2,45+,Medium,Yes,Yes
EMP-03889,44,Male,"Sales Executive",10786,3,2,12.8,6,144.5,15,12,5,1,2,36-45,High,No,Yes
EMP-03896,36,Male,Manager,7747,3,3,36.2,8,163.2,12,8,0,4,2,36-45,Medium,No,Yes
EMP-03905,39,Male,Analyst,10268,3,2,15.7,5,135.9,19,15,5,5,2,36-45,High,No,Yes
EMP-03912,47,Male,"HR Specialist",12087,3,3,8.5,5,129.7,23,19,0,3,2,45+,High,No,Yes
EMP-03921,32,Male,Analyst,6635,3,1,38.9,5,230.3,7,7,5,1,2,26-35,Medium,Yes,Yes
EMP-03923,33,Female,Analyst,6672,2,1,23.6,8,156.3,11,9,5,4,2,26-35,Medium,No,Yes
EMP-03953,26,Male,Analyst,5390,2,2,9.7,2,206,5,3,6,1,2,26-35,Medium,Yes,Yes
EMP-03960,46,Male,"Sales Executive",8620,3,4,15.4,2,212.9,14,13,4,3,2,45+,Medium,Yes,Yes
EMP-03966,38,Female,"Data Scientist",9173,2,3,15.5,6,214.5,17,12,3,2,2,36-45,High,Yes,Yes
EMP-03977,49,Male,"Sales Executive",12233,2,2,2.7,7,162.2,21,16,5,3,2,45+,High,No,Yes
EMP-03981,46,Female,Manager,10429,2,4,13.3,2,202.5,19,14,3,2,2,45+,High,Yes,Yes
EMP-03984,39,Male,Analyst,10359,2,2,21.7,3,170.4,6,6,1,3,2,36-45,High,No,Yes
EMP-03986,53,Female,"HR Specialist",11862,3,2,19.7,5,184.1,21,17,2,3,2,45+,High,No,Yes
EMP-03989,38,Male,"HR Specialist",8720,3,1,21.4,2,193.7,8,8,4,3,2,36-45,Medium,No,Yes
EMP-03994,34,Male,"Sales Executive",6415,2,1,17.6,7,202,7,7,2,3,2,26-35,Medium,Yes,Yes
EMP-03998,34,Female,"Sales Executive",7509,3,2,14.2,6,191.5,11,8,5,3,2,26-35,Medium,No,Yes
EMP-04009,48,Male,"Sales Executive",10072,1,4,13.2,6,181.6,10,7,0,2,2,45+,High,No,Yes
EMP-04018,46,Male,Manager,10690,3,1,5.8,2,200,16,12,3,4,2,45+,High,No,Yes
EMP-04034,41,Female,"Data Scientist",10121,2,1,8.2,4,197.7,16,9,3,3,2,36-45,High,No,Yes
EMP-04036,34,Male,"Data Scientist",6113,3,1,14.1,3,182.6,12,6,5,3,2,26-35,Medium,No,Yes
EMP-04041,36,Male,"Sales Executive",10975,2,3,12.9,8,177.3,16,10,1,5,2,36-45,High,No,Yes
EMP-04044,39,Female,"Sales Executive",7780,2,2,5.4,8,139.3,9,8,2,2,2,36-45,Medium,No,Yes
EMP-04045,27,Male,Analyst,5060,2,1,11.4,4,206.4,5,5,6,3,2,26-35,Medium,Yes,Yes
EMP-04046,35,Male,Analyst,10469,1,4,14.7,7,173.5,15,13,1,3,2,26-35,High,No,Yes
EMP-04051,29,Female,"Sales Executive",7071,2,3,38.8,6,184.8,6,4,0,3,2,26-35,Medium,No,Yes
EMP-04053,37,Male,"Sales Executive",8027,3,2,3.7,8,181.6,14,9,3,3,2,36-45,Medium,No,Yes
EMP-04058,37,Female,Analyst,9714,3,3,13.3,4,214.7,17,9,2,5,2,36-45,High,Yes,Yes
EMP-04060,44,Male,"HR Specialist",11709,3,3,15.3,8,201.8,20,20,5,1,2,36-45,High,Yes,Yes
EMP-04067,38,Female,"Software Engineer",9038,4,4,21.6,8,223,18,13,5,4,2,36-45,High,Yes,Yes
EMP-04068,39,Female,"Data Scientist",6820,1,4,10.9,2,146.4,13,8,0,4,2,36-45,Medium,No,Yes
EMP-04070,39,Female,"Software Engineer",9304,3,1,6.9,6,205.8,10,10,0,2,2,36-45,High,Yes,Yes
EMP-04094,38,Female,"Software Engineer",7491,3,2,14.6,5,157.3,17,13,6,3,2,36-45,Medium,No,Yes
EMP-04095,40,Female,Analyst,10657,3,4,5.1,7,200.4,15,12,3,3,2,36-45,High,Yes,Yes
EMP-04096,40,Male,"Data Scientist",9385,1,2,9,6,181.5,10,8,4,4,2,36-45,High,No,Yes
EMP-04097,37,Female,Manager,8663,2,3,9.7,4,145.6,12,11,2,3,2,36-45,Medium,No,Yes
EMP-04099,33,Male,"Software Engineer",6617,2,2,16.9,8,168.3,7,5,0,2,2,26-35,Medium,No,Yes
EMP-04108,47,Female,"Data Scientist",8799,3,2,19.6,6,191.8,24,22,1,2,2,45+,Medium,No,Yes
EMP-04117,48,Female,"Data Scientist",9768,4,3,8.8,6,176.6,16,15,2,1,2,45+,High,No,Yes
EMP-04136,38,Male,"Sales Executive",6497,2,4,19.1,3,158.9,8,8,2,4,2,36-45,Medium,No,Yes
EMP-04137,33,Female,Manager,7792,2,1,15,4,182,13,10,2,3,2,26-35,Medium,No,Yes
EMP-04146,36,Female,Analyst,7787,4,1,4.9,5,210.9,11,9,2,2,2,36-45,Medium,Yes,Yes
EMP-04150,39,Male,"Data Scientist",10448,1,2,10.3,5,144.9,18,12,6,1,2,36-45,High,No,Yes
EMP-04158,37,Female,Analyst,8993,3,4,20.8,8,190.5,14,12,4,3,2,36-45,Medium,No,Yes
EMP-04161,41,Female,"HR Specialist",7252,3,1,7.1,2,159.3,14,9,2,5,2,36-45,Medium,No,Yes
EMP-04167,50,Female,"Software Engineer",10475,3,1,15.7,3,195.8,10,10,6,5,2,45+,High,No,Yes
EMP-04168,50,Male,"Software Engineer",11223,4,2,22.4,4,164,20,10,3,5,2,45+,High,No,Yes
EMP-04175,45,Female,"Sales Executive",10848,4,4,8.1,8,185.2,21,20,5,5,2,36-45,High,No,Yes
EMP-04178,44,Female,"HR Specialist",10631,3,3,15.3,4,198.9,23,11,4,2,2,36-45,High,No,Yes
EMP-04180,42,Male,"Data Scientist",11351,1,2,7,7,149.8,17,8,5,3,2,36-45,High,No,Yes
EMP-04182,37,Female,Manager,6824,1,2,28.5,2,168,7,7,5,2,2,36-45,Medium,No,Yes
EMP-04194,43,Male,"Data Scientist",9176,2,3,18.7,3,183.4,15,8,5,3,2,36-45,High,No,Yes
EMP-04195,48,Male,Analyst,11905,4,4,4.8,2,144.9,15,15,0,3,2,45+,High,No,Yes
EMP-04200,39,Male,"Sales Executive",7402,2,3,6.4,5,167.3,16,10,4,4,2,36-45,Medium,No,Yes
EMP-04202,44,Female,"Sales Executive",9571,3,2,5.3,3,124.5,24,13,5,4,2,36-45,High,No,Yes
EMP-04222,31,Male,Analyst,4949,3,2,15.3,6,135.1,10,8,1,2,2,26-35,Low,No,Yes
EMP-04224,25,Female,Manager,5640,1,1,13.9,3,191.9,4,3,3,4,2,18-25,Medium,No,Yes
EMP-04238,43,Male,"HR Specialist",6588,1,3,13.4,8,217.6,20,18,3,5,2,36-45,Medium,Yes,Yes
EMP-04241,32,Female,"HR Specialist",5436,3,2,7.6,5,177.8,12,9,1,4,2,26-35,Medium,No,Yes
EMP-04243,49,Female,"HR Specialist",10171,1,3,12,2,159.3,15,15,4,3,2,45+,High,No,Yes
EMP-04271,52,Female,Manager,9143,3,3,1.7,6,148.1,24,20,6,3,2,45+,High,No,Yes
EMP-04280,51,Female,"Software Engineer",10037,4,3,8.6,2,215.2,23,19,0,3,2,45+,High,Yes,Yes
EMP-04301,54,Female,"HR Specialist",11419,1,4,7.2,6,160.7,31,10,2,1,2,45+,High,No,Yes
EMP-04304,34,Female,Manager,6947,3,2,27.4,8,203.6,8,7,3,2,2,26-35,Medium,Yes,Yes
EMP-04318,34,Female,"Software Engineer",9556,2,4,12.4,2,175.1,13,10,5,4,2,26-35,High,No,Yes
EMP-04326,36,Female,Analyst,5800,1,3,2.5,5,147.2,10,8,6,3,2,36-45,Medium,No,Yes
EMP-04332,31,Female,"Software Engineer",7596,1,2,5.6,5,207.7,9,9,4,4,2,26-35,Medium,Yes,Yes
EMP-04338,40,Female,"Data Scientist",10179,1,4,7.2,4,131.2,11,11,6,4,2,36-45,High,No,Yes
EMP-04347,41,Female,"Data Scientist",10964,3,2,32.7,8,189.3,17,6,0,1,2,36-45,High,No,Yes
EMP-04360,33,Female,"HR Specialist",8287,1,2,1.5,5,127.9,8,6,2,4,2,26-35,Medium,No,Yes
EMP-04378,37,Male,Analyst,8621,3,2,5.3,6,151.1,12,9,6,3,2,36-45,Medium,No,Yes
EMP-04384,46,Male,"Software Engineer",10957,3,3,39.9,7,182.2,24,12,5,4,2,45+,High,No,Yes
EMP-04386,39,Male,"Software Engineer",9982,4,1,10.2,7,176.2,18,11,5,4,2,36-45,High,No,Yes
EMP-04389,31,Male,"HR Specialist",5193,3,2,13,6,190.3,9,6,1,2,2,26-35,Medium,No,Yes
EMP-04397,37,Male,"HR Specialist",10008,3,1,16.8,2,219.7,16,11,2,3,2,36-45,High,Yes,Yes
EMP-04399,32,Male,"Software Engineer",9522,2,1,5.6,8,155.7,11,9,4,2,2,26-35,High,No,Yes
EMP-04404,53,Female,"Data Scientist",8657,3,3,5.2,2,199.2,32,15,2,2,2,45+,Medium,No,Yes
EMP-04410,31,Female,"HR Specialist",7576,2,2,1.3,8,149.7,9,7,3,2,2,26-35,Medium,No,Yes
EMP-04416,40,Female,"Software Engineer",8205,1,2,13.5,5,160,7,5,6,2,2,36-45,Medium,No,Yes
EMP-04418,25,Male,Analyst,4770,1,2,26.5,3,200.3,2,2,5,4,2,18-25,Low,Yes,No
EMP-04444,44,Male,Manager,7235,3,3,23.5,5,208.7,17,7,5,2,2,36-45,Medium,Yes,Yes
EMP-04453,39,Female,"Data Scientist",6339,1,1,5.3,3,177.5,10,10,0,2,2,36-45,Medium,No,Yes
EMP-04455,47,Female,Manager,9740,2,2,12.2,4,151.6,20,9,3,1,2,45+,High,No,Yes
EMP-04456,27,Female,"Data Scientist",6416,2,2,22.5,3,137.7,7,6,1,4,2,26-35,Medium,No,Yes
EMP-04459,45,Male,"Sales Executive",10459,3,2,5.4,5,168.3,22,15,6,4,2,36-45,High,No,Yes
EMP-04471,40,Male,"HR Specialist",8116,3,1,37.6,5,172.3,16,7,4,2,2,36-45,Medium,No,Yes
EMP-04472,36,Female,Analyst,7245,3,1,18.7,2,183.9,11,11,6,4,2,36-45,Medium,No,Yes
EMP-04487,43,Female,"Data Scientist",11092,4,3,10.2,6,138.2,15,13,3,3,2,36-45,High,No,Yes
EMP-04490,36,Male,Manager,6862,1,1,14.8,5,181.2,11,7,2,5,2,36-45,Medium,No,Yes
EMP-04496,39,Male,"HR Specialist",10868,2,2,12.1,8,153.6,13,12,0,5,2,36-45,High,No,Yes
EMP-04502,45,Female,Analyst,12466,3,3,7.4,7,191.4,18,12,3,4,2,36-45,High,No,Yes
EMP-04504,32,Female,"Software Engineer",6825,2,4,24.9,4,139.9,11,11,3,3,2,26-35,Medium,No,Yes
EMP-04505,41,Female,"Software Engineer",8453,3,4,25.1,3,196.9,11,10,3,2,2,36-45,Medium,No,Yes
EMP-04506,39,Female,"Sales Executive",9490,1,1,7.8,4,153.3,19,10,4,3,2,36-45,High,No,Yes
EMP-04509,32,Female,"Sales Executive",7067,2,3,9.5,5,172.9,12,8,3,3,2,26-35,Medium,No,Yes
EMP-04516,32,Female,"HR Specialist",8730,2,1,5.6,7,192.9,9,8,5,3,2,26-35,Medium,No,Yes
EMP-04517,47,Male,Manager,11309,4,3,4.9,7,164.8,18,17,6,3,2,45+,High,No,Yes
EMP-04519,25,Male,Manager,7327,1,3,6.1,3,211.3,4,4,2,2,2,18-25,Medium,Yes,Yes
EMP-04520,33,Female,Analyst,6525,2,1,14.1,2,149.1,10,6,4,2,2,26-35,Medium,No,Yes
EMP-04525,35,Male,"HR Specialist",7374,1,2,19.4,2,179.5,11,4,6,3,2,26-35,Medium,No,Yes
EMP-04526,38,Male,"HR Specialist",6990,3,4,7,7,246,17,16,6,1,2,36-45,Medium,Yes,Yes
EMP-04532,35,Male,"Data Scientist",7205,2,2,7.1,4,144.1,7,7,3,5,2,26-35,Medium,No,Yes
EMP-04535,28,Male,"Sales Executive",7149,1,2,10.1,2,190.9,6,5,0,2,2,26-35,Medium,No,Yes
EMP-04540,27,Male,"Data Scientist",5957,1,3,16.5,4,182.9,5,5,0,3,2,26-35,Medium,No,Yes
EMP-04554,44,Female,"Data Scientist",11907,4,1,7.3,5,179.6,19,15,1,4,2,36-45,High,No,Yes
EMP-04559,39,Female,"Sales Executive",9668,2,3,2.2,2,187.6,11,9,6,3,2,36-45,High,No,Yes
EMP-04561,30,Female,Manager,5412,3,1,10.9,3,140.2,9,8,0,5,2,26-35,Medium,No,Yes
EMP-04566,40,Male,"Data Scientist",9029,2,2,2.5,5,153,11,11,5,3,2,36-45,High,No,Yes
EMP-04572,44,Male,"Data Scientist",9499,1,1,19.7,8,250,1,1,4,3,2,36-45,High,Yes,No
EMP-04582,34,Male,"HR Specialist",6150,2,2,2.5,8,137.9,8,8,0,4,2,26-35,Medium,No,Yes
EMP-04587,43,Female,Analyst,7688,2,1,9.2,6,143.9,11,7,1,4,2,36-45,Medium,No,Yes
EMP-04602,44,Male,Manager,7248,4,3,7.4,7,197.3,21,11,5,4,2,36-45,Medium,No,Yes
EMP-04606,48,Male,"HR Specialist",8936,4,1,10,6,148.3,22,13,0,3,2,45+,Medium,No,Yes
EMP-04607,47,Male,"Sales Executive",6640,3,3,10.1,2,174,24,23,5,3,2,45+,Medium,No,Yes
EMP-04612,51,Male,Manager,8607,4,2,25.2,2,192.5,26,18,5,5,2,45+,Medium,No,Yes
EMP-04618,38,Female,Analyst,9248,3,2,5.9,4,183.2,8,8,5,4,2,36-45,High,No,Yes
EMP-04633,36,Female,"Data Scientist",9359,4,3,17.5,6,139.3,13,12,5,4,2,36-45,High,No,Yes
EMP-04641,42,Male,"Data Scientist",10343,1,2,8.5,6,198.5,15,10,5,3,2,36-45,High,No,Yes
EMP-04647,33,Female,Manager,7190,4,2,18.2,7,198.8,12,10,3,2,2,26-35,Medium,No,Yes
EMP-04650,38,Male,"HR Specialist",11380,3,1,4.5,2,166.1,15,13,2,1,2,36-45,High,No,Yes
EMP-04652,39,Male,"Software Engineer",9219,3,2,4.4,4,191.2,17,14,2,3,2,36-45,High,No,Yes
EMP-04653,48,Male,"Data Scientist",9033,4,2,7.2,7,152.2,18,17,5,1,2,45+,High,No,Yes
EMP-04658,47,Male,"Data Scientist",11689,3,4,1.1,3,165.9,23,20,4,3,2,45+,High,No,Yes
EMP-04667,46,Female,"Data Scientist",12632,3,2,4.3,4,146.2,24,11,6,3,2,45+,High,No,Yes
EMP-04672,30,Female,Analyst,5326,4,2,17.7,5,210.2,7,7,5,2,2,26-35,Medium,Yes,Yes
EMP-04689,43,Male,Analyst,9462,3,2,2.4,3,174.8,8,8,1,3,2,36-45,High,No,Yes
EMP-04693,36,Male,"HR Specialist",8267,3,2,7.2,2,167.4,13,11,6,2,2,36-45,Medium,No,Yes
EMP-04696,40,Male,"Software Engineer",7931,4,3,1.2,7,179.5,17,16,2,3,2,36-45,Medium,No,Yes
EMP-04698,44,Male,"HR Specialist",11046,2,3,12.7,8,167.6,16,14,4,4,2,36-45,High,No,Yes
EMP-04713,38,Male,Manager,6312,2,4,17.8,3,145.3,12,11,0,1,2,36-45,Medium,No,Yes
EMP-04714,39,Female,Manager,9274,1,3,1,2,183.3,15,11,2,4,2,36-45,High,No,Yes
EMP-04720,53,Male,Manager,8890,1,1,15.3,5,180.4,15,15,5,3,2,45+,Medium,No,Yes
EMP-04725,41,Female,"HR Specialist",7430,1,2,3,6,192.1,14,8,6,3,2,36-45,Medium,No,Yes
EMP-04727,38,Male,"Data Scientist",10483,3,3,2,5,164.8,16,10,0,3,2,36-45,High,No,Yes
EMP-04730,43,Male,"Data Scientist",9214,4,2,9.4,2,183.6,20,11,2,4,2,36-45,High,No,Yes
EMP-04736,37,Female,"Software Engineer",8435,3,2,12.1,3,184.6,16,15,3,2,2,36-45,Medium,No,Yes
EMP-04746,33,Female,"Software Engineer",6375,3,3,10.4,6,210.7,13,8,0,5,2,26-35,Medium,Yes,Yes
EMP-04756,43,Male,"HR Specialist",7972,3,3,15.3,6,190.5,13,11,0,3,2,36-45,Medium,No,Yes
EMP-04768,42,Female,Manager,9996,1,2,4.8,3,190.8,22,12,5,5,2,36-45,High,No,Yes
EMP-04770,31,Male,"Software Engineer",6504,3,3,3.4,6,199.2,10,8,5,2,2,26-35,Medium,No,Yes
EMP-04784,37,Male,"Sales Executive",9125,3,2,7.4,3,149.5,13,10,5,3,2,36-45,High,No,Yes
EMP-04789,41,Male,"Software Engineer",11157,1,4,17.3,5,210.5,16,9,5,3,2,36-45,High,Yes,Yes
EMP-04796,42,Male,"HR Specialist",7274,3,3,10,2,214.3,12,11,5,1,2,36-45,Medium,Yes,Yes
EMP-04808,44,Female,Manager,8387,3,2,8.1,7,182.4,10,9,0,3,2,36-45,Medium,No,Yes
EMP-04809,34,Female,Analyst,8201,3,1,9.2,4,191,11,11,5,3,2,26-35,Medium,No,Yes
EMP-04811,27,Female,Analyst,9625,2,1,12,5,156.4,5,5,6,3,2,26-35,High,No,Yes
EMP-04814,48,Male,Manager,10353,3,1,10.5,4,161.9,9,8,6,3,2,45+,High,No,Yes
EMP-04818,42,Male,Analyst,11349,3,3,17.6,6,167.1,12,11,5,3,2,36-45,High,No,Yes
EMP-04820,43,Female,"Data Scientist",8651,2,2,17.2,8,187.6,22,8,0,2,2,36-45,Medium,No,Yes
EMP-04828,44,Female,"Sales Executive",7089,3,2,2.7,4,182.3,21,15,2,1,2,36-45,Medium,No,Yes
EMP-04829,42,Male,"Data Scientist",8696,1,2,4.1,2,176.2,11,11,6,3,2,36-45,Medium,No,Yes
EMP-04835,48,Male,"Software Engineer",11520,4,3,11.9,8,178,19,16,3,2,2,45+,High,No,Yes
EMP-04853,34,Male,"Software Engineer",6142,3,1,3.7,4,169.3,11,9,5,2,2,26-35,Medium,No,Yes
EMP-04856,33,Male,"Data Scientist",7922,2,3,27.3,5,145.7,13,13,3,3,2,26-35,Medium,No,Yes
EMP-04875,44,Male,Analyst,8478,1,4,7.5,5,201.5,15,6,6,3,2,36-45,Medium,Yes,Yes
EMP-04885,52,Male,"Software Engineer",8894,3,4,8.5,6,177.7,29,23,3,3,2,45+,Medium,No,Yes
EMP-04894,45,Male,"Software Engineer",10645,2,3,20.2,2,173.5,21,20,2,4,2,36-45,High,No,Yes
EMP-04899,38,Female,"Sales Executive",9016,2,2,33.1,2,178.3,13,5,3,3,2,36-45,High,No,Yes
EMP-04903,41,Female,Manager,8276,1,3,9.2,2,189.1,10,10,2,2,2,36-45,Medium,No,Yes
EMP-04905,30,Female,"Software Engineer",5545,4,2,10,2,194.1,8,8,4,3,2,26-35,Medium,No,Yes
EMP-04918,42,Female,"HR Specialist",9313,1,3,16.7,6,154.5,11,9,5,5,2,36-45,High,No,Yes
EMP-04930,40,Female,Analyst,11079,4,2,20.3,6,172,17,12,0,4,2,36-45,High,No,Yes
EMP-04933,53,Female,"HR Specialist",8357,4,4,26.8,8,171.7,29,12,0,3,2,45+,Medium,No,Yes
EMP-04937,59,Male,"HR Specialist",13873,2,2,4.1,3,174.7,26,21,2,3,2,45+,High,No,Yes
EMP-04944,35,Female,"HR Specialist",9480,3,3,2.8,3,149.9,13,13,3,2,2,26-35,High,No,Yes
EMP-04945,46,Male,"Data Scientist",8359,4,4,3.8,8,164.3,24,14,5,5,2,45+,Medium,No,Yes
EMP-04951,49,Male,"HR Specialist",12440,2,1,5.9,7,195.7,26,9,4,4,2,45+,High,No,Yes
EMP-04957,55,Male,"Sales Executive",11292,1,2,24,8,192,16,13,1,5,2,45+,High,No,Yes
EMP-04961,53,Female,Manager,8724,2,2,1,3,224.8,13,11,2,3,2,45+,Medium,Yes,Yes
EMP-04976,42,Male,Manager,8718,2,4,8.8,3,183,13,9,3,3,2,36-45,Medium,No,Yes
EMP-05004,39,Female,"Sales Executive",6241,3,2,12.5,4,169.6,17,8,2,3,2,36-45,Medium,No,Yes
EMP-05012,44,Female,"HR Specialist",11438,4,2,8.4,4,175.8,13,13,6,2,2,36-45,High,No,Yes
EMP-05025,41,Male,"Data Scientist",11423,2,2,29.9,4,168,14,7,2,2,2,36-45,High,No,Yes
EMP-05027,35,Female,Manager,8189,2,2,10,6,182.1,5,5,1,3,2,26-35,Medium,No,Yes
EMP-05029,40,Male,"Sales Executive",10077,3,2,23.5,3,196.2,19,9,3,2,2,36-45,High,No,Yes
EMP-05031,38,Male,Analyst,9469,2,3,16.1,8,179.2,12,9,5,3,2,36-45,High,No,Yes
EMP-05034,45,Female,"Data Scientist",11559,1,1,22.3,4,175.6,22,11,1,1,2,36-45,High,No,Yes
EMP-05044,27,Female,"Software Engineer",5566,1,1,2.5,4,212.8,1,1,0,4,2,26-35,Medium,Yes,No
EMP-05056,37,Female,"Data Scientist",8536,3,3,20,5,153.9,11,11,6,3,2,36-45,Medium,No,Yes
EMP-05058,40,Male,"Data Scientist",9056,2,3,3.7,3,189.7,15,12,0,2,2,36-45,High,No,Yes
EMP-05060,36,Male,"Data Scientist",6009,2,3,8.7,2,200.9,14,6,0,4,2,36-45,Medium,Yes,Yes
EMP-05068,38,Male,Manager,10576,3,3,10.4,6,225.3,16,16,3,1,2,36-45,High,Yes,Yes
EMP-05081,49,Male,"Data Scientist",10870,3,1,6.7,7,120.8,20,11,5,2,2,45+,High,No,Yes
EMP-05100,36,Male,Manager,9786,2,2,7.5,8,142.6,15,14,5,2,2,36-45,High,No,Yes
EMP-05103,35,Female,Manager,8618,3,3,13.8,4,203.3,14,11,1,4,2,26-35,Medium,Yes,Yes
EMP-05108,43,Female,"Data Scientist",9850,3,1,13.6,8,218.2,18,7,3,3,2,36-45,High,Yes,Yes
EMP-05115,40,Male,"Sales Executive",7375,4,1,6.1,2,171,17,14,2,3,2,36-45,Medium,No,Yes
EMP-05124,37,Female,"HR Specialist",9435,2,4,30.2,3,156.7,14,12,4,5,2,36-45,High,No,Yes
EMP-05125,38,Male,Analyst,6914,4,2,22.4,3,180.1,12,12,2,1,2,36-45,Medium,No,Yes
EMP-05126,29,Male,"Data Scientist",6762,2,1,18.2,7,204.4,5,3,6,3,2,26-35,Medium,Yes,Yes
EMP-05139,35,Female,"Data Scientist",6444,2,3,16.9,7,176.3,15,11,2,3,2,26-35,Medium,No,Yes
EMP-05140,31,Male,"Data Scientist",9703,2,3,8.8,7,193.5,9,8,0,4,2,26-35,High,No,Yes
EMP-05141,29,Female,"Sales Executive",5405,1,2,15.3,2,202,8,7,2,5,2,26-35,Medium,Yes,Yes
EMP-05142,33,Female,"Software Engineer",5966,4,1,20.6,7,182.5,11,7,3,2,2,26-35,Medium,No,Yes
EMP-05143,47,Female,"Software Engineer",11160,2,2,12.4,3,174.2,13,8,4,3,2,45+,High,No,Yes
EMP-05145,57,Female,Analyst,9207,1,3,15.8,4,163,27,15,2,4,2,45+,High,No,Yes
EMP-05146,36,Male,"Data Scientist",11199,1,3,9.2,4,200.7,11,11,0,3,2,36-45,High,Yes,Yes
EMP-05151,33,Female,"Data Scientist",10288,1,2,9.5,3,218.6,10,10,4,1,2,26-35,High,Yes,Yes
EMP-05157,41,Male,"Sales Executive",10450,1,1,5.1,7,183,4,4,3,4,2,36-45,High,No,Yes
EMP-05164,35,Female,Analyst,7009,3,1,1,5,181.5,9,8,0,3,2,26-35,Medium,No,Yes
EMP-05180,37,Male,"HR Specialist",8415,4,1,2.6,2,168.9,11,9,6,3,2,36-45,Medium,No,Yes
EMP-05183,34,Male,"Software Engineer",9391,3,3,3.5,6,181.2,13,13,0,3,2,26-35,High,No,Yes
EMP-05192,44,Female,"Data Scientist",11847,1,3,11.1,3,173.1,8,7,5,3,2,36-45,High,No,Yes
EMP-05197,38,Female,"Software Engineer",11472,3,4,7.4,7,193,14,11,4,5,2,36-45,High,No,Yes
EMP-05205,46,Female,"Data Scientist",9301,4,2,14.7,5,170.2,24,12,4,3,2,45+,High,No,Yes
EMP-05208,46,Male,Analyst,7191,1,3,2.3,2,120.2,14,10,6,5,2,45+,Medium,No,Yes
